repo,loc,ehloc,num_classes,userdefined_exceptions,num_methods,num_methods_throw,num_public_methods,num_public_methods_throws,num_nonpublic_methods,num_nonpublic_methods_throws,percent_nonpublic_method_throws,num_throw_statements,num_try,num_catch,empty_catchs,throw_on_catch,return_on_catch,return_on_finall,log_on_finally,specific_action_onfinally
philipp15b/compassex,1808,103,25,1,101,24,78,22,23,2,8.695652173913043,23,13,16,0,0,4,0,0,0
synergian/wagon-git,374,68,5,1,40,16,31,9,9,7,77.77777777777779,20,9,9,0,7,2,0,0,0
jpcik/morph-starter,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kedzie/vboxmanager,19354,734,282,0,2092,228,1639,132,453,96,21.192052980132452,134,53,49,0,9,58,0,0,6
elasticsearch/elasticsearch-river-couchdb,580,101,6,0,23,3,13,0,10,3,30.0,0,18,18,0,0,2,0,0,0
maven-nar/nar-maven-plugin,27359,903,310,0,2148,180,1248,135,900,45,5.0,336,132,155,0,27,4,0,0,8
otsim/otsim,26575,1210,125,0,1876,44,1515,18,361,26,7.202216066481995,370,195,198,0,26,14,0,2,3
facebook/linkbench,9822,603,94,1,683,132,402,76,281,56,19.9288256227758,119,95,87,0,57,4,0,2,15
mprzytulski/phpstorm-behat,2536,77,72,1,225,22,162,13,63,9,14.285714285714285,11,14,20,0,1,4,0,0,0
unc-libraries/carolina-digital-repository,55472,5838,581,38,3626,771,3022,552,604,219,36.258278145695364,734,847,1015,0,521,74,0,3,80
nickwph/infinitepageview,164,0,3,0,14,0,12,0,2,0,0.0,0,0,0,0,0,0,0,0,0
backmeup/backmeup-prototype,20291,1989,263,18,1630,169,1421,119,209,50,23.923444976076556,221,272,275,0,90,13,0,4,57
freezy/android-xbmcremote-sandbox,7052,129,84,0,613,2,487,2,126,0,0.0,48,19,14,0,3,2,0,0,8
don/bluetoothserial,508,56,3,0,25,3,15,1,10,2,20.0,0,12,12,0,0,0,0,0,0
thymeleaf/thymeleaf-extras-springsecurity3,904,59,14,0,54,0,30,0,24,0,0.0,15,10,10,0,4,5,0,0,0
gye-tgm/schat,2643,301,38,0,244,19,187,13,57,6,10.526315789473683,9,71,87,0,6,3,0,0,0
priyeshpatel/habhub-chase-car-tracker,663,61,7,0,49,0,27,0,22,0,0.0,0,13,15,0,0,1,0,0,0
beders/resty,7541,740,60,2,526,225,387,177,139,48,34.53237410071942,118,89,92,0,45,14,0,0,4
evernote/evernote-sdk-android,2496,166,25,2,287,31,217,23,70,8,11.428571428571429,20,26,30,0,10,2,0,0,0
englishtown/stash-hook-mirror,751,61,10,0,42,18,31,16,11,2,18.181818181818183,10,11,15,0,10,0,0,0,0
betterworldgeneration/betterworldgeneration4,14108,3,77,0,558,2,464,0,94,2,2.127659574468085,2,1,1,0,0,0,0,0,0
pixlepix/minechem,25515,188,473,0,2344,42,1904,36,440,6,1.3636363636363635,7,36,50,0,0,3,0,0,0
petedoyle/android-support-v4-googlemaps,21637,283,177,1,2265,12,1578,6,687,6,0.8733624454148471,112,35,37,0,9,1,0,0,8
multitallented/herostronghold,6472,373,34,0,314,3,273,2,41,1,2.4390243902439024,2,89,88,0,0,14,0,0,0
dmarcotte/idea-handlebars,5784,30,100,1,555,16,426,5,129,11,8.527131782945736,7,4,3,0,0,0,0,0,1
jenkinsci/cobertura-plugin,3460,110,34,0,264,54,217,45,47,9,19.148936170212767,5,21,22,0,3,4,0,0,8
ol-loginov/idea-task-browser,1231,30,26,1,139,1,106,0,33,1,3.0303030303030303,3,4,3,0,1,1,0,0,1
cazzar/cazzarcorelib,1919,51,51,0,155,4,101,3,54,1,1.8518518518518516,3,10,15,0,1,2,0,0,0
perwincz/digitalclock,13194,171,37,0,145,7,120,3,25,4,16.0,11,37,38,0,0,14,0,0,0
openbel/openbel-framework,78128,5663,700,29,4826,770,3758,598,1068,172,16.10486891385768,1062,828,696,0,233,50,0,4,108
billdwhite/intellij-plugins-svgviewer2,1145,22,18,0,150,0,121,0,29,0,0.0,0,5,5,0,0,0,0,0,0
ghedeon/adb-uninstall,311,27,4,1,36,1,27,0,9,1,11.11111111111111,1,3,3,0,1,0,0,0,0
pakerfeldt/android-viewflow,1501,9,14,0,113,0,65,0,48,0,0.0,1,2,2,0,0,0,0,0,0
garcia-jj/vraptor-plugin-cdi,63,5,3,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
fusesource/hawtdispatch,10416,799,98,1,1193,168,831,98,362,70,19.337016574585636,113,145,130,0,23,13,0,0,39
tking/jstun,2553,377,38,6,155,45,121,24,34,21,61.76470588235294,23,45,62,0,9,9,0,0,0
googledrive/appdatapreferences-android,372,10,9,0,44,7,37,5,7,2,28.57142857142857,0,2,1,0,0,0,0,0,2
castagna/jena-examples,1467,123,42,0,81,8,25,1,56,7,12.5,3,26,11,0,1,0,0,0,15
jzy3d/jzy3d-api,27480,258,426,2,1984,79,1599,37,385,42,10.909090909090908,95,31,32,0,8,1,0,0,3
angelozerr/angularjs-eclipse,9652,202,104,0,552,28,315,21,237,7,2.9535864978902953,5,46,40,0,1,5,1,0,9
appoxy/simplejpa,6990,281,96,1,734,84,586,54,148,30,20.27027027027027,90,43,44,0,35,1,0,0,15
diegocarloslima/byakugallery,1052,22,9,0,89,1,55,0,34,1,2.941176470588235,2,5,5,0,1,0,0,0,0
mridang/dashclock-hardware,91,27,1,0,3,0,2,0,1,0,0.0,0,3,2,0,0,0,0,0,1
trichner/metropolis,5803,215,79,0,448,14,328,7,120,7,5.833333333333333,24,33,48,0,4,5,0,0,0
masudanaika/opendolphin-2.3m,110412,2276,683,3,9460,454,7089,208,2371,246,10.37536904259806,69,521,556,0,23,17,0,0,3
atos-bpmn/activiti-monitoring,1340,42,24,0,111,4,81,2,30,2,6.666666666666667,5,6,8,0,0,6,0,1,1
mikiobraun/jblas,13178,291,85,8,1906,27,1451,18,455,9,1.9780219780219779,160,12,14,0,1,0,0,0,0
tdunning/log-synth,3337,76,47,0,252,29,196,19,56,10,17.857142857142858,10,16,16,0,7,2,0,0,0
ekibort/teamcityfitnesseplugin,490,54,14,0,41,10,26,5,15,5,33.33333333333333,3,10,11,0,3,4,0,2,6
ushahidi/ushahidi_java,3864,292,68,1,370,40,309,33,61,7,11.475409836065573,57,60,62,0,20,4,0,0,22
mstiles92/bookrules,845,54,11,0,54,0,28,0,26,0,0.0,0,11,13,0,0,2,0,0,0
jbossas/jboss-as-maven-plugin,3595,340,51,2,232,83,123,47,109,36,33.02752293577982,91,46,54,0,37,3,0,0,13
szhem/camel-osgi,5041,185,83,1,423,194,352,171,71,23,32.3943661971831,62,21,19,0,9,0,0,0,10
paulswithers/openlogjava,3036,1406,21,0,226,6,98,6,128,0,0.0,0,119,121,0,0,82,0,0,0
danieldietrich/xtext-protected-regions,55,0,6,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0
escortkeel/remotebukkit,1167,95,16,0,75,3,56,1,19,2,10.526315789473683,3,24,26,0,1,0,0,0,0
coomar2841/image-chooser-library,2032,159,27,0,134,22,78,3,56,19,33.92857142857143,23,25,39,0,17,0,0,0,1
wotateam/wota,6243,60,83,0,272,33,185,32,87,1,1.1494252873563218,1,9,12,0,0,2,0,0,0
vladrassokhin/intellij-annotations-instrumenter-maven-plugin,736,72,6,0,65,19,41,9,24,10,41.66666666666667,9,16,14,0,5,3,0,0,3
eidottermihi/rpicheck,27961,700,147,1,2556,7,1932,3,624,4,0.641025641025641,145,102,116,0,46,13,0,1,6
traff/jediterm,9461,254,91,0,959,88,668,61,291,27,9.278350515463918,19,53,25,0,4,3,0,1,34
paulbakker/ducttape,419,0,17,0,50,0,48,0,2,0,0.0,0,0,0,0,0,0,0,0,0
ghxiao/clipper,18914,412,183,0,1138,193,950,154,188,39,20.74468085106383,147,57,72,0,0,0,0,0,0
spirosbond/callerflashlight,2716,388,26,0,232,0,164,0,68,0,0.0,0,27,30,0,0,4,0,0,0
boneill42/naughty-or-nice,267,9,8,0,24,14,24,14,0,0,0,1,2,2,0,1,0,0,0,0
joshiejack/mariculture,42427,246,554,0,3314,4,2639,0,675,4,0.5925925925925926,6,51,52,0,0,4,0,0,0
commonsguy/cwac-endless,525,10,7,0,51,3,28,0,23,3,13.043478260869565,2,2,2,0,0,0,0,0,0
gallandarakhneorg/neteditor,38197,1360,299,8,2444,196,1774,75,670,121,18.059701492537314,221,210,113,0,47,9,0,0,158
jackpal/android-terminal-emulator,9257,160,53,0,714,7,450,2,264,5,1.893939393939394,21,35,41,0,1,2,0,0,0
brettwooldridge/hikaricp,5863,153,44,0,645,453,583,445,62,8,12.903225806451612,67,71,65,0,1,0,0,0,0
betterphp/minebans,5538,152,115,1,3,3,3,3,0,0,0,4,29,33,0,2,5,0,0,0
brindy/vaadinosgi,498,13,10,0,31,3,28,2,3,1,33.33333333333333,1,3,3,0,1,1,0,0,0
benas/easy-batch,4003,158,141,1,502,114,419,69,83,45,54.21686746987952,15,26,26,0,11,9,0,2,2
brewtour/brewtour,2066,38,49,1,196,11,146,10,50,1,2.0,1,6,4,0,0,0,0,0,3
eriwen/cheqlist-javafx,106,13,1,0,6,0,6,0,0,0,0,0,2,4,0,0,4,0,0,0
timboudreau/nb-nodejs,9789,527,63,0,585,57,409,38,176,19,10.795454545454545,26,102,89,0,11,15,0,0,18
traitor/minecraft-server-mod,14817,803,106,0,1488,7,1196,1,292,6,2.054794520547945,17,133,134,0,1,26,0,0,0
joergviola/play20-pdf,190,19,2,0,18,2,4,0,14,2,14.285714285714285,3,4,4,0,3,0,0,0,0
diverse-project/k3,132724,10324,1214,32,9220,294,7678,217,1542,77,4.993514915693904,361,1433,1174,0,25,44,0,4,736
snowdream/android-autoupdater,1078,111,13,1,85,4,69,2,16,2,12.5,6,8,13,0,4,0,0,0,0
anjuke/hwi,2478,248,27,1,182,14,135,3,47,11,23.404255319148938,27,45,46,0,10,9,0,0,2
imaginea/pancake-android,13034,421,88,1,757,89,476,50,281,39,13.87900355871886,93,68,84,0,46,4,0,0,9
jutzig/jabylon,27035,1019,330,3,2349,193,1639,110,710,83,11.690140845070422,77,171,196,0,39,17,1,3,45
echo3/echo3,32098,746,379,4,3629,17,3271,14,358,3,0.8379888268156425,188,136,149,0,67,7,0,0,16
pestt/pestt,8846,95,140,0,717,25,528,19,189,6,3.1746031746031744,0,22,25,0,0,1,0,0,0
haraldk/twelvemonkeys,71640,4773,683,14,6356,1523,3898,964,2458,559,22.74206672091131,865,787,773,0,246,47,0,14,257
subchen/jetbrick-template,13289,906,117,3,1179,122,824,87,355,35,9.859154929577464,189,123,119,0,57,14,0,0,42
valery-sh/nbappengine,6746,323,60,0,627,42,417,30,210,12,5.714285714285714,19,65,66,0,0,3,0,0,8
rstoyanchev/spring-mvc-chat,195,0,6,0,17,2,14,2,3,0,0.0,0,0,0,0,0,0,0,0,0
netflix/aegisthus,2890,216,27,0,179,84,137,64,42,20,47.61904761904761,47,43,45,0,27,6,0,0,3
jitsi/libjitsi,92161,1456,563,7,3972,16,2086,7,1886,9,0.47720042417815484,484,568,385,0,2,2,0,0,0
crazypants/enderio,41542,332,494,2,3552,64,2465,24,1087,40,3.6798528058877644,7,72,65,0,1,17,0,0,7
jstaffans/wsandroid,3742,214,57,6,354,23,238,16,116,7,6.0344827586206895,30,29,29,0,16,0,0,0,5
sytolk/taxiandroidopen,31251,1204,196,6,2634,74,1612,40,1022,34,3.326810176125244,168,227,239,0,19,25,0,0,21
mcmmo-dev/mcmmo,26558,777,303,2,2358,17,1299,5,1059,12,1.13314447592068,14,138,128,0,5,28,0,5,102
rmichela/giantcaves,423,26,8,0,30,0,20,0,10,0,0.0,2,5,6,0,0,3,0,0,0
tribex/rapids,934,224,10,0,43,0,22,0,21,0,0.0,0,39,47,0,0,9,0,0,0
keepcalm/bukkitforge,64698,1660,1074,22,7237,158,5768,109,1469,49,3.3356024506466984,374,218,259,0,80,25,1,0,10
hgoebl/davidwebb,1874,186,26,1,176,89,135,80,41,9,21.951219512195124,14,36,35,0,7,1,0,0,6
clafonta/mockey,14999,1168,169,4,976,178,803,136,173,42,24.277456647398843,128,217,224,0,35,20,0,0,3
arnauld/jbehave-eclipse-plugin,14928,422,198,0,1573,84,1070,60,503,24,4.7713717693836974,15,98,96,0,2,9,0,0,15
barchart/barchart-feed-ddf,20482,595,294,4,974,99,625,64,349,35,10.028653295128938,98,97,110,0,15,12,0,0,1
neophob/pixelcontroller,16875,983,214,5,1092,47,886,22,206,25,12.135922330097088,63,191,200,0,23,11,0,0,2
ps3mediaserver/ps3mediaserver,34565,1996,223,2,2481,263,1930,185,551,78,14.156079854809436,82,356,367,0,18,64,0,0,17
jessy1237/dwarfcraft,6443,506,63,1,356,22,244,6,112,16,14.285714285714285,31,63,74,0,17,23,0,0,0
markmjw/pulltorefresh,1041,0,8,0,98,0,62,0,36,0,0.0,0,0,0,0,0,0,0,0,0
denoflionsx/denlib,2484,250,48,0,194,5,103,0,91,5,5.4945054945054945,6,63,63,0,1,3,0,0,0
commonsguy/cwac-presentation,1026,3,17,0,89,0,64,0,25,0,0.0,0,1,1,0,0,0,0,0,0
thedgtl/stargate-bukkit,3593,96,19,0,274,9,191,4,83,5,6.024096385542169,2,18,19,0,0,5,0,0,0
forge/plugin-hibersap,1247,15,16,1,82,25,61,18,21,7,33.33333333333333,4,1,0,0,0,0,0,0,1
square/spoon,5530,216,66,0,442,20,304,6,138,14,10.144927536231885,64,35,35,0,20,1,0,0,5
pirngruber/androidim,1783,65,18,0,118,10,84,7,34,3,8.823529411764707,2,13,17,0,0,3,0,0,0
bitwolfy/minereset,275,38,10,2,27,2,24,2,3,0,0.0,1,3,3,0,1,1,0,0,0
atmosphere/nettosphere,3810,290,24,0,330,113,273,99,57,14,24.561403508771928,16,57,44,0,6,1,0,0,17
bluesoft-rnd/aperte-workflow-core,55404,1981,680,14,5480,306,4181,217,1299,89,6.851424172440339,243,310,294,0,110,26,0,4,70
octo-online/robospice,15810,864,260,7,1634,459,1370,360,264,99,37.5,86,146,117,0,44,18,0,0,52
teatrove/teatrove,80878,4182,605,14,7897,1028,5965,783,1932,245,12.681159420289855,680,613,622,0,267,101,1,2,151
rossrowe/selenium-builder-plugin,74,8,1,0,7,2,7,2,0,0,0,2,1,3,0,2,0,0,0,0
sevntu-checkstyle/sevntu.checkstyle,15560,1117,198,1,1051,169,574,144,477,25,5.2410901467505235,111,76,98,0,78,23,3,0,14
twotoasters/jazzylistview,900,0,25,0,81,0,63,0,18,0,0.0,0,0,0,0,0,0,0,0,0
killme2008/metamorphosis,46729,3741,561,25,4120,1046,3141,762,979,284,29.009193054136873,517,530,507,0,185,36,0,24,277
springsource/spring-loaded,40631,4156,982,3,3580,934,2283,714,1297,220,16.962220508866615,235,300,303,0,108,258,0,0,21
jpelzer/pelzer-util,4249,191,58,0,449,45,274,24,175,21,12.0,22,39,37,0,8,3,0,0,11
bpsm/edn-java,3844,198,58,3,365,28,251,15,114,13,11.403508771929824,69,19,14,0,9,1,0,0,6
spring-guides/tut-rest,8757,12,348,0,981,88,817,84,164,4,2.4390243902439024,4,2,2,0,0,0,0,0,0
warriordog/blazeloader,29350,838,105,0,1419,23,910,5,509,18,3.536345776031434,58,137,144,0,27,29,0,1,16
onepremise/greview,3460,228,13,0,332,67,294,53,38,14,36.84210526315789,60,33,60,0,49,2,0,0,4
androxyde/flashtool,25792,1156,292,8,2127,192,1667,97,460,95,20.652173913043477,105,272,250,0,24,44,0,2,22
jenkinsci/build-timeout-plugin,1794,41,21,0,146,41,129,41,17,0,0.0,8,4,7,0,2,0,0,0,0
luksrn/javarch,4901,208,163,6,288,41,215,35,73,6,8.21917808219178,26,28,27,0,7,6,0,0,4
axet/mircle,9780,360,102,0,1015,4,869,3,146,1,0.684931506849315,70,57,91,0,53,2,0,0,0
jchempaint/jchempaint,27565,740,304,0,1745,123,1444,96,301,27,8.970099667774086,31,157,169,0,5,7,0,3,10
fommil/emokit-java,1117,48,16,0,75,13,54,8,21,5,23.809523809523807,10,10,8,0,3,0,0,0,2
tinkerpop/gremlin,4708,93,88,0,505,22,466,16,39,6,15.384615384615385,17,19,24,0,9,3,0,0,0
gemserk/lwjgl,71086,2761,1016,6,3654,379,1630,138,2024,241,11.90711462450593,653,495,390,0,85,39,0,3,107
stealthman/androidpdfviewerlibrary,15124,493,111,7,1296,102,840,43,456,59,12.938596491228072,164,36,41,0,16,15,0,0,0
mulesoft/pubnub-connector,479,24,8,0,48,5,37,5,11,0,0.0,1,6,6,0,1,2,0,0,0
lightoze/gwt-i18n-server,1158,39,21,0,77,10,37,7,40,3,7.5,14,7,9,0,9,0,0,0,1
tinkerpop/rexster,23511,1498,260,3,1750,377,1280,269,470,108,22.97872340425532,215,285,259,0,95,24,0,0,11
functionaljava/functionaljava,24309,228,168,0,2773,20,2190,17,583,3,0.5145797598627788,99,31,31,0,15,14,0,0,2
pulse00/symfony-2-eclipse-plugin,16818,935,267,2,1107,181,737,128,370,53,14.324324324324325,20,208,203,0,9,25,0,0,13
sitespeedio/jenkins.sitespeed.io,968,70,17,0,83,7,67,7,16,0,0.0,5,14,15,0,3,7,0,0,2
jeremybrooks/knicker,4033,268,38,1,408,131,306,49,102,82,80.3921568627451,73,49,49,0,27,0,0,0,0
ocpsoft/prettyfaces,15678,263,229,2,1269,207,1053,192,216,15,6.944444444444445,94,80,104,0,0,0,0,0,0
vazkii/thaumictinkerer,19293,151,416,2,1422,45,1132,37,290,8,2.7586206896551726,15,27,26,0,0,5,0,0,0
mar-v-in/blankstore,46247,1135,72,4,3573,136,2499,89,1074,47,4.376163873370578,554,92,100,0,66,8,0,0,38
christianwulf/csharpgrammar,82442,9310,45,1,1069,55,567,42,502,13,2.589641434262948,834,1347,834,0,4,59,11,0,356
axet/play,899,44,27,0,87,3,76,0,11,3,27.27272727272727,2,9,9,0,0,6,0,0,0
jooq/jooq,218668,2104,2477,10,10273,2165,8302,1765,1971,400,20.294266869609334,539,332,291,0,96,42,0,0,89
akvo/akvo-flow,79922,2463,702,4,5900,220,4835,29,1065,191,17.934272300469484,36,385,413,0,8,20,0,0,15
bastbotsupport/leaguelibextended,4832,181,49,3,360,60,288,23,72,37,51.388888888888886,38,41,46,0,3,0,0,0,0
jboss-developer/jboss-eap-quickstarts,13034,862,379,7,1120,186,934,124,186,62,33.33333333333333,93,146,151,0,48,14,0,8,21
maxmind/geoip2-java,1797,136,37,6,180,67,160,60,20,7,35.0,18,5,6,0,7,0,0,0,0
ajlyon/zandy,6960,274,34,1,381,10,296,8,85,2,2.3529411764705883,11,49,55,0,8,1,0,0,0
allan-lewis/irunninglog,12926,245,211,1,1083,130,641,113,442,17,3.8461538461538463,46,44,42,0,3,5,0,0,4
jcabi/jcabi-xml,1816,118,28,0,153,49,122,48,31,1,3.225806451612903,37,18,22,0,19,0,0,0,1
ronniekk/intelliguard,3667,43,48,0,278,4,196,4,82,0,0.0,8,9,14,0,7,0,0,0,0
sqldroid/sqldroid,5715,393,25,4,770,538,740,535,30,3,10.0,56,67,74,0,33,1,0,1,10
countly/countly-sdk-android,733,53,4,0,63,0,43,0,20,0,0.0,0,14,14,0,0,0,0,0,0
bduong/super-kids,8341,168,89,0,702,19,433,12,269,7,2.6022304832713754,3,40,41,0,2,3,0,0,1
jsankey/android-junit-report,359,35,5,0,26,4,13,0,13,4,30.76923076923077,3,8,8,0,1,1,0,0,0
buddycloud/buddycloud-server-java,24726,1128,205,9,1263,752,943,592,320,160,50.0,104,162,185,0,69,20,0,0,5
vallez/paper-wallet,6012,476,37,1,382,55,222,35,160,20,12.5,85,89,93,0,21,19,0,0,4
seanmonstar/servicedroid,6741,91,23,0,305,3,123,3,182,0,0.0,7,16,18,0,1,2,0,0,0
mwkirk/javapns,7108,854,84,17,551,254,376,183,175,71,40.57142857142857,124,133,144,0,31,12,0,0,6
dtchub/dtcrepo,6578,109,116,0,793,96,498,43,295,53,17.966101694915253,26,16,18,0,9,5,0,0,0
scalanlp/nak,2865,96,19,1,168,18,74,2,94,16,17.02127659574468,19,12,8,0,6,0,0,0,5
samirahmed/iris-voice-automation,2208,196,17,0,37,18,11,5,26,13,50.0,12,47,48,0,0,12,0,0,1
d2rq/d2rq,22471,844,251,1,2182,103,1769,79,413,24,5.811138014527845,172,134,148,0,82,21,0,0,9
swaldman/c3p0,18354,676,127,3,1725,764,1105,595,620,169,27.258064516129032,167,336,308,0,0,0,0,0,0
sonatype/jarjar-maven-plugin,2009,143,45,1,189,55,124,30,65,25,38.46153846153847,37,26,18,0,8,1,0,0,11
jbossas/jboss-as,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudbees-community/jetty9-clickstack,378,10,2,0,23,14,15,12,8,2,25.0,1,2,2,0,1,0,0,0,0
kohsuke/winp,416,109,10,2,40,3,22,1,18,2,11.11111111111111,10,12,15,0,7,0,0,0,3
codelibs/elasticsearch-river-web,2189,85,19,0,120,10,79,4,41,6,14.634146341463413,7,15,13,0,5,1,0,1,11
erikwt/pulltorefresh-listview,491,0,2,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
atmosphere/wasync,5584,249,55,0,538,155,462,145,76,10,13.157894736842104,30,45,46,0,8,4,0,0,10
onebusaway/onebusaway-gtfs-modules,16427,478,229,10,1471,138,1215,110,256,28,10.9375,107,44,54,0,21,2,0,0,1
cambecc/grib2json,655,25,9,0,66,8,17,1,49,7,14.285714285714285,3,3,5,0,1,1,0,0,0
whispersystems/zones,3458,106,36,0,326,3,239,1,87,2,2.2988505747126435,20,26,26,0,18,1,0,0,0
pentaho/pentaho-mongodb-plugin,9511,596,41,1,483,136,351,97,132,39,29.545454545454547,97,94,84,0,50,6,0,0,11
dboissier/mongo4idea,5144,162,76,1,577,39,428,31,149,8,5.369127516778524,18,25,25,0,11,3,0,0,2
chariotsolutions/phonegap-nfc,920,98,5,0,85,26,19,3,66,23,34.84848484848485,0,17,27,0,0,10,0,0,0
robhinds/androidrssreader,311,29,6,0,24,2,22,1,2,1,50.0,1,5,9,0,0,0,0,0,0
slipstream/slipstreamserver,25842,1955,304,23,1944,667,1043,358,901,309,34.295227524972255,308,280,362,0,127,18,0,0,20
skarootz/generatetestcases,2993,109,58,0,262,38,174,31,88,7,7.954545454545454,29,20,24,0,18,2,0,0,1
romario333/opensudoku,6079,179,54,1,463,8,301,1,162,7,4.320987654320987,45,23,21,0,9,4,0,0,7
scalanlp/chalk,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deegree/deegree3,319496,16076,2585,48,16751,177,11425,146,5326,31,0.5820503191888847,2828,1946,2098,0,837,153,1,56,271
flaper87/meclipse,2061,106,32,0,176,6,149,4,27,2,7.4074074074074066,4,22,22,0,0,3,0,0,1
zielu/svntoolbox,2302,28,38,0,232,1,154,1,78,0,0.0,1,4,3,0,1,0,0,0,2
real-logic/simple-binary-encoding,13334,96,82,0,929,63,508,34,421,29,6.88836104513064,58,37,14,0,0,0,0,0,0
caelum/vraptor,31152,1236,679,17,2781,665,2394,657,387,8,2.0671834625323,190,205,219,0,113,25,0,0,11
zikzakmedia/android-openerp,238,56,1,0,20,1,11,0,9,1,11.11111111111111,7,8,16,0,6,0,0,0,0
andlabs-git/andlabsandroidutils,548,5,3,0,68,0,40,0,28,0,0.0,1,1,1,0,0,0,0,0,0
tqh/uglifyjs-maven-plugin,74,13,1,0,2,2,1,1,1,1,100.0,3,2,2,0,2,0,0,0,0
nmorel/gflot,13125,16,161,0,796,0,491,0,305,0,0.0,7,8,8,0,0,0,0,0,0
amolnayak311/spring-integration-aws,4223,435,94,7,282,26,238,15,44,11,25.0,63,37,36,0,15,0,0,2,5
bartoszprzybylski/owncloud-android,8696,432,73,0,608,12,475,11,133,1,0.7518796992481203,25,57,88,0,5,6,0,0,11
kittehorg/sqlbans,1627,127,34,1,161,14,109,3,52,11,21.153846153846153,8,34,25,0,4,3,0,0,0
geoscienceaustralia/earthsci,117788,1665,1233,6,1536,647,1044,479,492,168,34.146341463414636,518,751,623,0,22,28,0,0,10
fastcatsearch/fastcatsearch,90779,4821,1074,30,4715,1425,3415,1176,1300,249,19.153846153846153,557,695,651,0,214,97,1,2,258
topolik/fsrepo,2047,300,13,0,265,128,243,116,22,12,54.54545454545454,98,50,59,0,34,2,0,2,4
aksw/jena-sparql-api,8477,537,125,0,707,53,470,34,237,19,8.016877637130802,123,93,75,0,63,11,0,0,23
barjo/arvensis,10602,643,99,0,428,37,314,21,114,16,14.035087719298245,46,138,138,0,17,27,0,0,18
spring-projects/spring-data-book,8080,105,231,0,686,85,586,54,100,31,31.0,33,20,18,0,13,0,0,0,5
aboyle/f-seq,1550,28,11,0,33,19,25,12,8,7,87.5,6,5,5,0,0,0,0,0,0
rtyley/agit,10052,337,209,0,1087,66,772,45,315,21,6.666666666666667,54,73,59,0,35,4,0,2,13
librato/metrics-librato,987,5,8,0,107,31,85,30,22,1,4.545454545454546,1,1,1,0,0,0,0,0,0
davidb/scala-maven-plugin,3006,186,49,0,203,123,76,32,127,91,71.65354330708661,43,29,38,0,22,9,0,0,6
errai/forge-errai,4917,81,93,0,364,78,252,65,112,13,11.607142857142858,11,14,15,0,2,10,0,0,5
paolomoz/cq-commerce-impl-sample,137,0,6,0,14,6,12,6,2,0,0.0,0,0,0,0,0,0,0,0,0
gosu-lang/gosu-intellij-plugin,13153,246,190,0,1277,84,848,58,429,26,6.0606060606060606,59,41,33,0,4,11,0,0,2
grandwazir/banhammer,3715,13,51,0,219,9,158,9,61,0,0.0,0,3,3,0,0,1,0,0,0
togos/tmcmr,2469,141,32,0,155,49,66,20,89,29,32.58426966292135,28,26,22,0,9,1,0,0,5
adutra/confluence2wordpress,5651,295,85,5,529,78,416,43,113,35,30.973451327433626,34,51,60,0,29,7,0,0,7
ribesg/nplugins,26695,848,286,3,1861,82,1255,29,606,53,8.745874587458747,91,140,134,0,27,39,0,0,0
laforge49/jactor2,4401,406,118,2,529,124,433,91,96,33,34.375,57,70,59,0,13,0,0,2,26
gornova/marteengine,8121,219,112,0,442,41,272,14,170,27,15.88235294117647,37,42,42,0,11,0,0,0,0
puniverse/quasar,49543,5773,482,13,5126,1113,3113,708,2013,405,20.119225037257824,1170,784,836,0,540,64,155,6,982
jmarsault/scss-editor,10014,759,30,0,308,18,219,10,89,8,8.98876404494382,94,146,54,0,0,0,0,0,2
google/gwteventbinder,619,17,17,0,50,7,24,7,26,0,0.0,3,6,6,0,1,0,0,0,0
mitmel/flipr-android,5211,142,35,0,446,6,292,4,154,2,1.2987012987012987,11,27,27,0,0,8,0,0,9
ushahidi/smssync,12426,588,163,3,1174,111,820,88,354,23,6.497175141242938,33,99,108,0,12,10,0,0,36
xautlx/12306-hunter,2810,85,13,0,169,2,148,2,21,0,0.0,10,19,13,0,8,0,0,0,6
ilikeorangutans/omf,4424,351,147,6,357,65,338,59,19,6,31.57894736842105,132,26,38,0,33,2,0,0,0
lvillani/android-cropimage,3508,159,24,0,301,1,174,0,127,1,0.7874015748031495,7,33,29,0,1,16,0,0,7
cyanmobile/android_frameworks_base_cyanmobile,601004,31948,3031,58,42074,3564,28132,2588,13942,976,7.000430354325061,3565,5377,5362,0,643,862,161,69,2322
gro-mar/activiti-crystalball,10602,463,173,1,1137,66,935,47,202,19,9.405940594059405,93,54,57,0,20,4,0,2,5
forcedotcom/phoenix,99187,6737,762,33,8101,3298,6475,2759,1626,539,33.14883148831488,1069,1154,639,0,266,51,0,2,618
caprica/vlcj,18294,429,403,4,1590,64,1040,9,550,55,10.0,63,58,52,0,12,5,0,2,18
murgo/irssinotifier,3584,177,47,2,316,13,213,8,103,5,4.854368932038835,7,29,30,0,4,12,0,0,2
