type,id,size,wrappings
java,20335,13,0
java,20336,20,0
java,20337,22,0
java,20338,20,0
java,20339,20,0
java,20340,22,0
java,20341,19,0
java,20342,22,0
java,20343,22,0
java,53719,19,0
java,6054,2,0
java,19152,1,0
java,17903,86,0
java,17898,86,0
java,17899,17,0
java,17900,4,1
java,17901,1,0
java,17902,17,0
java,17904,10,2
java,17905,109,0
java,5620,9,0
java,51987,9,0
java,51988,12,0
java,51989,6,0
java,51990,5,1
java,6086,2,0
java,20419,22,0
java,15806,23,0
java,15807,8,0
java,15808,35,0
java,4727,4,0
java,51416,78,0
java,51417,23,0
java,51418,76,0
java,51419,62,0
java,15483,15,1
java,15484,22,2
java,15485,119,1
java,15486,97,0
java,15507,20,1
java,15487,22,2
java,15488,22,2
java,15489,97,0
java,15490,97,0
java,15491,97,0
java,15492,22,2
java,15493,97,0
java,15494,22,2
java,15495,22,2
java,15496,130,2
java,15497,22,2
java,15498,97,0
java,15499,20,1
java,15508,119,1
java,15500,22,2
java,15501,20,1
java,15502,97,0
java,15503,22,2
java,15504,97,0
java,15505,22,2
java,15506,97,0
java,15509,21,1
java,52344,79,2
java,52345,60,6
java,52340,2,1
java,52341,3,0
java,52342,11,1
java,52343,10,1
java,52346,27,2
java,52347,9,2
java,52348,27,2
java,52349,31,0
java,52350,4,1
java,7892,55,1
java,17247,5,0
java,7393,3,0
java,7394,9,0
java,7395,77,0
java,7396,6,1
java,7397,6,0
java,7398,35,2
java,7399,15,2
java,7400,11,1
java,7401,7,1
java,9282,9,0
java,4463,7,0
java,4464,6,2
java,4465,7,0
java,4466,6,2
java,4467,7,0
java,4468,13,0
java,4469,2,0
java,4470,5,0
java,4471,68,0
java,4472,5,0
java,4473,10,0
java,4474,6,2
java,4475,3,0
java,4476,2,0
java,4477,4,1
java,4478,2,0
java,4479,8,3
java,4480,4,0
java,4481,6,2
java,4482,7,2
java,4483,4,1
java,4484,12,0
java,9710,12,2
java,9711,8,0
java,9712,9,0
java,17799,1,0
java,17863,4,0
java,17800,7,0
java,17806,8,0
java,17842,6,0
java,17843,9,0
java,17856,8,0
java,17766,4,2
java,17767,37,0
java,17768,13,0
java,17769,8,0
java,17770,12,1
java,17771,15,0
java,17772,10,0
java,17773,5,0
java,17774,37,1
java,17775,8,1
java,17776,15,1
java,17798,9,1
java,17777,13,0
java,17778,21,2
java,17779,7,1
java,17780,6,1
java,17781,5,0
java,17782,5,0
java,17783,6,0
java,17784,15,0
java,17785,8,0
java,17786,19,1
java,17787,1,0
java,17788,7,0
java,17789,18,0
java,17790,7,0
java,17791,13,1
java,17792,3,0
java,17793,4,0
java,17794,5,0
java,17795,17,0
java,17796,7,0
java,17797,12,0
java,17801,22,1
java,17802,8,1
java,17803,19,1
java,17804,15,0
java,17805,38,0
java,17807,21,0
java,17808,5,0
java,17809,4,0
java,17810,4,0
java,17811,5,0
java,17812,4,0
java,17813,4,0
java,17814,8,0
java,17815,3,0
java,17816,10,0
java,17817,14,0
java,17818,13,0
java,17819,4,0
java,17820,8,1
java,17821,4,0
java,17822,12,1
java,17823,3,0
java,17824,8,3
java,17825,4,0
java,17826,14,0
java,17827,4,0
java,17857,9,1
java,17828,20,0
java,17829,19,0
java,17830,3,0
java,17831,5,0
java,17832,2,0
java,17833,3,0
java,17834,14,0
java,17835,16,0
java,17836,11,0
java,17837,3,0
java,17838,10,0
java,17839,18,0
java,17840,13,0
java,17841,6,1
java,17844,7,0
java,17845,3,0
java,17846,12,0
java,17847,15,2
java,17848,18,0
java,17849,5,0
java,17850,17,0
java,17851,4,0
java,17852,10,0
java,17853,11,0
java,17854,12,1
java,17855,10,0
java,17858,15,2
java,17859,24,0
java,17860,23,0
java,17861,12,0
java,17862,19,1
java,17864,15,1
java,17865,13,1
java,15691,48,0
java,15692,31,1
java,15693,20,0
java,15694,19,0
java,15695,4,0
java,15696,17,0
java,15697,32,1
java,18499,10,0
java,18500,9,0
java,18501,10,0
java,18502,21,1
java,8050,13,1
java,8051,7,0
java,8052,5,1
java,8053,86,0
java,9466,1,0
java,10290,15,0
java,5586,18,0
java,5587,31,0
java,5588,31,0
java,5589,31,0
java,5590,37,0
java,5591,51,0
java,5592,31,0
java,5593,13,0
java,5594,40,0
java,5595,25,0
java,6087,2,0
java,14657,23,1
java,14658,24,0
java,14659,32,0
java,14660,5,0
java,14661,34,2
java,14662,51,0
java,14663,36,0
java,14664,37,0
java,18805,12,1
java,18806,30,1
java,18807,2,0
java,18808,22,0
java,18809,37,1
java,18810,27,0
java,18811,18,0
java,17239,1,0
java,52140,10,0
java,52119,9,0
java,52120,8,1
java,52121,1,0
java,52122,13,1
java,52123,4,2
java,52124,1,1
java,52125,6,0
java,52126,3,0
java,52127,12,0
java,52128,9,0
java,52129,10,0
java,52130,4,0
java,52131,9,0
java,52132,14,0
java,52133,7,0
java,52134,37,0
java,52135,15,0
java,52136,8,0
java,52137,23,1
java,52138,4,0
java,52139,21,0
java,52141,23,0
java,52142,6,1
java,52143,9,0
java,52144,9,0
java,52145,5,0
java,52146,1,0
java,52147,3,0
java,52148,11,0
java,52149,8,0
java,52150,4,1
java,52151,5,1
java,52152,9,0
java,52153,2,0
java,11556,3,0
java,11555,2,0
java,52722,33,0
java,52721,58,0
java,52723,14,0
java,52724,11,0
java,9974,2,0
java,14141,12,0
java,14142,50,0
java,15477,17,1
java,9685,71,1
java,9686,53,0
java,12174,5,0
java,12181,2,0
java,12182,1,0
java,12183,2,0
java,12170,5,0
java,12171,5,0
java,12172,13,0
java,12173,8,0
java,12175,16,0
java,12176,16,0
java,12177,8,0
java,12178,107,0
java,12179,4,0
java,12180,5,0
java,17414,3,0
java,17415,2,0
java,17416,3,0
java,2798,38,3
java,2792,29,2
java,2793,1,0
java,2794,24,1
java,2795,24,1
java,2796,20,1
java,2797,33,0
java,2799,12,0
java,2800,20,0
java,20330,4,0
java,6909,3,0
java,12064,37,0
java,12065,33,0
java,12066,7,0
java,12067,3,0
java,12150,38,0
java,12151,33,0
java,4491,8,0
java,4492,21,0
java,4493,10,0
java,4332,9,1
java,4333,11,0
java,4334,8,0
java,4335,15,0
java,4336,9,1
java,4337,8,0
java,15810,4,0
java,15809,31,0
java,17380,7,0
java,17381,7,0
java,17382,32,0
java,17383,7,0
java,17384,5,0
java,17385,7,0
java,17386,34,0
java,17387,32,0
java,52299,14,1
java,52300,16,1
java,52301,22,0
java,19172,17,2
java,51397,7,0
java,11232,31,0
java,11233,30,0
java,11234,35,0
java,11235,34,0
java,11236,31,0
java,11237,46,0
java,11238,31,0
java,11239,35,0
java,11240,30,0
java,11241,34,0
java,11242,31,0
java,11243,30,0
java,11244,34,0
java,11245,29,0
java,11246,35,0
java,11247,25,0
java,11248,34,0
java,11249,34,0
java,11250,32,0
java,11251,31,0
java,11252,17,0
java,11253,34,0
java,11254,43,0
java,11255,31,0
java,11256,31,0
java,11257,34,0
java,6247,3,0
java,18399,2,1
java,18400,2,1
java,53709,2,0
java,1823,10,0
java,1824,10,0
java,137,11,0
java,16837,63,0
java,3319,3,0
java,5739,6,1
java,5740,10,0
java,1218,10,0
java,52642,16,0
java,18132,41,2
java,18160,30,0
java,18131,24,0
java,18133,24,0
java,18134,18,0
java,18135,36,0
java,18136,32,0
java,18141,32,0
java,18137,30,0
java,18138,49,0
java,18139,37,0
java,18140,28,0
java,18142,23,0
java,18143,26,0
java,18144,24,0
java,18145,26,1
java,18154,34,1
java,18146,23,1
java,18147,32,0
java,18148,34,0
java,18149,26,1
java,18150,36,0
java,18151,31,0
java,18152,30,0
java,18153,26,0
java,18155,27,0
java,18156,34,1
java,18157,3,0
java,18158,30,0
java,18159,23,0
java,18161,7,0
java,18162,29,0
java,18163,26,1
java,18164,37,1
java,18165,33,1
java,6462,5,0
java,6635,4,0
java,6636,3,0
java,6581,7,0
java,6582,4,0
java,6589,2,0
java,6468,7,0
java,6474,5,0
java,6405,4,0
java,6419,7,0
java,6376,4,0
java,6377,9,0
java,6378,9,0
java,6379,10,0
java,6380,6,1
java,6381,8,0
java,6382,21,0
java,6383,41,0
java,6384,41,1
java,6385,2,0
java,6386,2,0
java,6387,4,0
java,6388,30,0
java,6389,14,0
java,6390,11,0
java,6391,7,0
java,6392,9,0
java,6393,32,0
java,6394,37,0
java,6395,14,0
java,6396,20,1
java,6397,37,1
java,6398,36,1
java,6399,11,1
java,6400,48,0
java,6401,5,0
java,6402,36,0
java,6403,1,0
java,6404,9,0
java,6406,37,0
java,6407,23,0
java,6408,6,0
java,6409,4,0
java,6410,66,2
java,6411,4,1
java,6412,34,0
java,6413,6,0
java,6414,6,0
java,6415,7,0
java,6416,8,0
java,6417,7,0
java,6418,1,0
java,6420,7,0
java,6421,14,0
java,6422,14,0
java,6423,1,0
java,6424,19,0
java,6425,7,0
java,6426,11,0
java,6427,15,0
java,6428,34,0
java,6429,5,0
java,6430,7,0
java,6437,7,0
java,6431,38,1
java,6432,3,0
java,6433,10,0
java,6434,2,0
java,6435,11,0
java,6436,5,0
java,6438,9,0
java,6439,35,1
java,6440,14,0
java,6441,8,0
java,6442,6,0
java,6443,4,0
java,6444,6,0
java,6445,8,1
java,6446,7,0
java,6447,8,0
java,6448,32,0
java,6449,5,0
java,6450,4,0
java,6451,5,0
java,6452,16,1
java,6453,13,0
java,6454,12,2
java,6455,28,0
java,6456,5,0
java,6457,14,0
java,6458,3,0
java,6459,37,0
java,6460,5,0
java,6461,13,0
java,6463,37,1
java,6464,19,0
java,6465,39,1
java,6466,63,1
java,6467,11,0
java,6469,13,0
java,6470,11,0
java,6471,16,0
java,6472,6,0
java,6473,19,0
java,6475,7,0
java,6476,21,0
java,6477,18,1
java,6478,6,0
java,6479,1,0
java,6480,37,0
java,6481,46,0
java,6482,2,0
java,6483,48,0
java,6484,6,0
java,6485,2,0
java,6486,2,0
java,6487,20,1
java,6488,20,1
java,6489,36,0
java,6490,33,0
java,6491,1,0
java,6492,5,0
java,6493,48,1
java,6494,60,0
java,6495,7,0
java,6496,3,0
java,6497,4,0
java,6498,7,0
java,6499,12,0
java,6500,39,1
java,6501,11,1
java,6502,19,0
java,6503,8,0
java,6504,8,0
java,6505,6,0
java,6506,10,0
java,6507,4,0
java,6508,146,0
java,6509,11,1
java,6510,7,0
java,6511,12,1
java,6512,10,0
java,6513,40,2
java,6514,10,0
java,6515,44,1
java,6516,34,0
java,6517,5,0
java,6518,11,1
java,6519,4,0
java,6520,12,0
java,6521,9,0
java,6522,5,0
java,6523,21,0
java,6524,48,0
java,6525,3,0
java,6526,6,0
java,6527,3,0
java,6528,6,0
java,6529,15,0
java,6530,16,1
java,6531,7,0
java,6532,6,0
java,6554,6,0
java,6533,11,0
java,6534,12,0
java,6535,3,0
java,6536,8,0
java,6537,47,0
java,6538,24,0
java,6539,33,1
java,6540,18,0
java,6541,25,0
java,6542,49,0
java,6543,6,0
java,6555,3,0
java,6544,52,0
java,6545,6,0
java,6546,14,0
java,6547,8,0
java,6548,9,0
java,6568,4,1
java,6549,22,0
java,6550,5,0
java,6551,19,0
java,6552,7,0
java,6553,36,0
java,6556,13,0
java,6557,6,0
java,6558,36,0
java,6559,19,0
java,6560,20,1
java,6561,6,0
java,6562,10,0
java,6563,24,0
java,6564,12,0
java,6565,47,0
java,6566,5,0
java,6567,4,0
java,6569,23,0
java,6570,45,0
java,6571,33,0
java,6572,23,0
java,6573,8,0
java,6574,7,0
java,6575,42,0
java,6576,6,0
java,6577,6,0
java,6578,36,1
java,6579,9,0
java,6580,7,0
java,6583,71,1
java,6584,5,0
java,6585,11,0
java,6586,3,0
java,6587,9,0
java,6588,7,0
java,6590,5,0
java,6591,36,1
java,6592,34,0
java,6593,6,0
java,6594,7,0
java,6595,8,0
java,6596,11,0
java,6597,8,0
java,6598,46,1
java,6599,11,1
java,6600,31,0
java,6601,34,1
java,6602,23,0
java,6603,3,0
java,6604,6,1
java,6605,40,1
java,6606,18,0
java,6607,36,0
java,6608,11,0
java,6609,2,0
java,6610,8,0
java,6626,10,0
java,6611,14,0
java,6612,12,0
java,6613,7,0
java,6614,5,0
java,6615,23,1
java,6616,12,0
java,6617,5,0
java,6618,7,0
java,6619,14,0
java,6620,4,0
java,6627,32,0
java,6621,25,1
java,6622,49,0
java,6623,33,0
java,6624,9,1
java,6625,7,0
java,6628,12,0
java,6629,3,0
java,6630,6,0
java,6631,4,0
java,6632,7,0
java,6633,3,0
java,6634,7,0
java,69,13,0
java,70,26,1
java,6637,59,0
java,16908,8,0
java,16909,8,0
java,20541,60,0
java,20542,10,0
java,20543,63,0
java,53306,15,1
java,53307,15,1
java,6910,31,0
java,6911,60,1
java,6912,61,1
java,6913,4,1
java,6914,61,1
java,6915,35,0
java,6916,60,1
java,6917,48,1
java,6918,31,0
java,6919,24,0
java,6920,31,0
java,6921,60,1
java,6922,31,0
java,6923,11,0
java,6924,61,1
java,6925,50,1
java,6926,49,0
java,6927,30,0
java,6928,40,0
java,6929,104,0
java,6930,9,0
java,6931,30,0
java,6932,18,0
java,6933,57,1
java,6934,4,0
java,6935,61,1
java,6936,30,0
java,4210,16,0
java,4211,15,0
java,4212,34,5
java,4213,17,1
java,4214,10,0
java,4215,13,0
java,4216,13,0
java,4217,7,0
java,4218,18,0
java,4219,1,0
java,4220,1,0
java,4221,13,0
java,4222,12,0
java,4223,26,0
java,4224,18,0
java,3236,28,3
java,3237,27,0
java,3238,7,0
java,18700,20,0
java,18701,22,0
java,18702,49,1
java,18703,36,3
java,18704,44,0
java,18705,49,1
java,16896,15,0
java,3020,1,1
java,4692,2,0
java,4702,1,0
java,4690,1,1
java,4691,2,0
java,4687,8,2
java,4688,6,0
java,4689,5,0
java,4693,12,0
java,4694,12,0
java,4695,26,1
java,4696,7,0
java,4697,14,1
java,4698,48,1
java,4699,14,1
java,4700,8,0
java,4701,1,0
java,4703,8,0
java,4704,7,0
java,4705,1,0
java,4706,4,1
java,13551,12,1
java,13552,5,0
java,8383,21,0
java,8384,12,0
java,8385,24,1
java,8386,9,0
java,8387,1,0
java,8388,24,1
java,8389,20,0
java,15757,71,1
java,20329,14,0
java,5776,6,0
java,51789,3,0
java,7472,14,0
java,7473,24,0
java,7474,6,0
java,7475,15,1
java,7476,20,0
java,7477,24,2
java,7478,33,0
java,7479,24,1
java,7489,19,0
java,7480,24,2
java,7481,27,0
java,7482,5,0
java,7483,27,0
java,7484,6,0
java,7485,13,0
java,7486,13,0
java,7487,7,0
java,7488,24,1
java,7490,27,3
java,7491,33,0
java,7492,22,0
java,7493,26,2
java,7494,19,0
java,7495,33,0
java,7496,4,0
java,7497,29,0
java,7498,33,0
java,7499,6,0
java,7500,24,1
java,7501,7,0
java,7502,32,0
java,7503,22,0
java,7504,15,1
java,18895,18,0
java,18896,11,2
java,18897,69,1
java,18898,4,0
java,12579,30,0
java,12580,24,0
java,12581,25,0
java,12582,40,1
java,7936,1,0
java,7937,11,0
java,7930,1,0
java,7947,4,0
java,7931,26,2
java,7932,41,1
java,7933,18,0
java,7934,42,0
java,7935,19,2
java,7938,49,4
java,7939,43,2
java,7940,11,0
java,7941,26,1
java,7942,41,1
java,7943,10,0
java,7944,18,0
java,7945,18,0
java,7946,12,0
java,7948,12,0
java,7949,49,4
java,7950,35,0
java,7951,18,0
java,7952,4,1
java,7964,49,1
java,7953,19,2
java,7954,7,0
java,7955,35,0
java,7956,5,0
java,7957,32,0
java,7958,1,0
java,7959,17,0
java,7960,18,0
java,7961,20,2
java,7962,35,0
java,7963,37,0
java,7965,12,0
java,7966,20,2
java,7967,32,0
java,7968,19,2
java,7969,20,1
java,9594,8,0
java,9595,1,0
java,17884,6,0
java,17885,4,0
java,8785,48,1
java,8783,16,0
java,8784,19,1
java,20058,17,2
java,16842,8,0
java,16843,32,0
java,5092,4,1
java,5093,46,0
java,5094,2,0
java,5095,16,0
java,5096,8,0
java,6322,11,0
java,6323,26,1
java,6324,9,0
java,6325,26,1
java,16841,35,0
java,7544,45,5
java,19724,10,0
java,9361,8,0
java,9359,57,0
java,9360,52,0
java,9362,8,0
java,9363,14,1
java,9364,13,1
java,9365,5,0
java,11486,18,4
java,11487,18,4
java,12726,132,1
java,12725,44,0
java,14832,6,0
java,14812,16,0
java,14813,56,0
java,14814,24,0
java,14815,30,0
java,14816,17,0
java,14817,6,0
java,14818,26,0
java,14819,16,0
java,14820,32,0
java,14821,30,0
java,14822,6,0
java,14823,7,0
java,14824,116,0
java,14825,6,0
java,14826,25,0
java,14833,7,0
java,14827,34,0
java,14828,5,0
java,14829,8,0
java,14830,16,0
java,14831,25,0
java,14834,21,0
java,14835,23,0
java,14836,32,0
java,14837,32,0
java,14838,16,0
java,14839,56,0
java,14840,16,0
java,955,5,0
java,956,7,0
java,957,4,0
java,6187,3,0
java,9848,20,3
java,52675,6,0
java,52676,28,1
java,52677,8,0
java,17372,27,2
java,18316,3,1
java,18317,13,1
java,6294,13,0
java,15678,14,2
java,4424,19,0
java,15457,40,5
java,15458,7,0
java,15459,26,1
java,17482,27,0
java,8778,9,1
java,8779,16,1
java,8780,7,1
java,1617,21,1
java,1618,1,0
java,1619,30,2
java,1620,1,0
java,1621,48,1
java,1622,1,0
java,1623,1,0
java,8321,80,0
java,8322,38,0
java,8323,52,0
java,8324,40,0
java,8325,25,0
java,8326,41,0
java,8327,39,0
java,8328,11,0
java,14242,45,0
java,14243,18,2
java,14244,37,0
java,14245,47,1
java,14246,43,0
java,14247,16,1
java,13390,18,0
java,13391,19,0
java,7924,13,1
java,7925,5,0
java,3579,21,1
java,3580,7,1
java,3581,24,1
java,3582,30,1
java,1624,17,0
java,1625,105,0
java,1626,17,0
java,1627,59,0
java,1628,53,2
java,1629,85,2
java,1630,11,0
java,1631,20,0
java,1632,45,2
java,1633,17,0
java,1634,20,0
java,1635,26,2
java,18538,3,0
java,18539,10,0
java,18540,6,0
java,18541,9,0
java,18542,18,1
java,18543,15,1
java,18544,6,0
java,13489,57,1
java,13490,28,0
java,16849,7,0
java,16850,85,0
java,16851,6,1
java,16852,16,0
java,16853,48,0
java,15981,8,1
java,19178,3,0
java,7726,17,0
java,51057,19,0
java,9155,2,0
java,9137,5,1
java,9138,7,0
java,9139,5,1
java,9140,7,0
java,9329,57,0
java,9330,74,0
java,9316,8,0
java,9317,84,1
java,9304,84,1
java,9315,70,1
java,9299,84,0
java,9300,47,1
java,9301,54,0
java,9302,75,0
java,9303,1,0
java,9305,47,1
java,9306,40,0
java,9307,7,0
java,9308,31,0
java,9309,57,1
java,9310,34,0
java,9311,11,1
java,9312,35,0
java,9313,25,1
java,9314,8,0
java,9318,19,0
java,9319,4,0
java,9320,9,0
java,9321,31,0
java,9328,24,0
java,9322,25,1
java,9323,40,0
java,9324,22,1
java,9325,4,0
java,9326,4,1
java,9327,30,0
java,9331,54,0
java,9332,13,0
java,9333,44,0
java,9334,18,0
java,9335,30,0
java,9336,70,1
java,9337,8,0
java,9338,34,1
java,9339,16,1
java,17689,89,3
java,17690,29,1
java,17691,60,2
java,4183,6,0
java,12844,8,0
java,2093,4,0
java,2018,5,0
java,2019,43,0
java,2002,37,2
java,2003,17,0
java,2004,40,1
java,2005,7,0
java,2006,14,0
java,2024,4,0
java,2007,20,0
java,2008,4,0
java,2009,4,0
java,2010,13,0
java,2011,19,1
java,2012,46,1
java,2013,12,0
java,2014,4,0
java,2015,28,0
java,2016,21,1
java,2017,5,0
java,2020,47,1
java,2021,37,0
java,2022,23,2
java,2023,34,1
java,2025,34,0
java,2026,6,0
java,2027,16,0
java,2028,19,0
java,2029,1,0
java,2030,2,0
java,2031,5,0
java,2032,4,0
java,2033,4,0
java,2034,29,0
java,2035,13,0
java,2036,5,0
java,2037,24,3
java,2038,20,0
java,2039,13,0
java,2040,5,0
java,2041,29,0
java,2042,13,0
java,2043,45,2
java,2044,47,1
java,2045,36,0
java,2094,29,0
java,2046,19,0
java,2047,40,1
java,2048,24,0
java,2049,35,2
java,2076,32,0
java,2050,9,0
java,2051,7,0
java,2052,19,0
java,2053,9,0
java,2054,4,0
java,2077,2,0
java,2055,18,0
java,2056,20,0
java,2057,5,0
java,2058,28,0
java,2059,3,0
java,2060,11,1
java,2061,30,0
java,2062,31,0
java,2063,44,0
java,2064,9,0
java,2065,19,0
java,2066,20,0
java,2067,41,1
java,2068,5,0
java,2086,44,0
java,2069,20,0
java,2070,3,0
java,2071,1,0
java,2072,32,0
java,2073,35,1
java,2074,1,0
java,2075,4,0
java,2078,13,0
java,2079,20,0
java,2080,20,0
java,2081,8,0
java,2082,13,0
java,2083,3,0
java,2084,46,1
java,2085,3,0
java,2087,28,0
java,2088,19,0
java,2089,4,0
java,2090,11,0
java,2091,29,0
java,2092,44,0
java,2095,44,0
java,2096,13,0
java,2097,11,0
java,2098,28,0
java,2099,17,1
java,2100,43,0
java,2101,37,0
java,2102,46,1
java,2103,10,0
java,2104,34,1
java,2105,29,0
java,2106,29,0
java,2107,10,0
java,2108,46,1
java,2109,23,3
java,2110,7,0
java,2111,35,1
java,2112,16,1
java,2113,10,0
java,2114,47,1
java,2115,34,1
java,2116,12,0
java,2117,4,0
java,2118,12,1
java,2119,46,1
java,2120,10,0
java,2121,30,0
java,2122,29,0
java,2123,20,0
java,2124,43,0
java,2125,4,0
java,2126,29,0
java,13517,14,0
java,13518,18,0
java,13519,20,1
java,13520,14,0
java,13521,19,1
java,13522,17,0
java,13523,39,1
java,13524,15,0
java,13525,17,0
java,13526,17,0
java,3299,9,0
java,10153,21,0
java,10149,52,0
java,10150,20,1
java,10151,49,0
java,10152,27,0
java,10154,22,1
java,17246,51,0
java,11687,18,0
java,11688,18,0
java,11689,23,0
java,17540,22,1
java,3224,25,1
java,3225,24,1
java,3226,15,0
java,3227,25,0
java,3228,34,1
java,3229,43,1
java,14803,22,0
java,2267,45,2
java,2266,35,0
java,18944,19,0
java,5790,2,0
java,5788,44,0
java,5789,66,0
java,5791,14,0
java,5792,17,0
java,5793,6,0
java,5794,3,0
java,5795,2,0
java,5796,10,0
java,5797,47,0
java,5798,49,0
java,5799,11,0
java,5800,27,0
java,5801,33,3
java,5802,3,3
java,5803,4,0
java,5804,4,0
java,5805,3,0
java,5806,8,2
java,5807,31,0
java,5808,3,1
java,5809,5,0
java,15364,4,0
java,15352,4,0
java,15353,20,1
java,15354,10,1
java,15355,17,1
java,15356,26,1
java,15357,20,1
java,15363,19,1
java,15358,31,1
java,15359,13,1
java,15360,31,1
java,15361,15,0
java,15362,20,0
java,15365,7,1
java,8180,101,0
java,8181,6,0
java,8182,29,1
java,44,4,0
java,45,4,0
java,13578,6,0
java,19596,13,0
java,53082,11,1
java,53083,8,0
java,1268,15,1
java,1269,19,0
java,1270,18,0
java,1271,15,0
java,1272,14,0
java,18521,3,0
java,18516,2,1
java,18517,4,0
java,18518,24,1
java,18519,91,0
java,18520,22,0
java,18522,19,0
java,18523,15,0
java,18524,8,0
java,18525,8,0
java,18526,13,1
java,5756,33,1
java,3261,26,0
java,3262,22,0
java,3263,27,2
java,3264,18,0
java,3265,6,0
java,3266,22,0
java,3267,8,0
java,3268,24,2
java,3269,26,1
java,3270,6,0
java,3271,14,1
java,15452,21,1
java,51907,4,0
java,51908,1,0
java,1234,13,1
java,2879,2,0
java,2880,31,0
java,11172,29,0
java,1950,41,0
java,1951,13,1
java,1952,12,5
java,1953,30,1
java,1954,9,0
java,1955,27,1
java,1956,21,0
java,17687,35,0
java,17688,35,0
java,9347,118,0
java,52466,1,0
java,52467,1,0
java,52468,62,0
java,52469,2,0
java,16867,29,0
java,16868,34,0
java,16869,45,1
java,16870,39,1
java,16871,34,0
java,6171,27,7
java,6172,16,4
java,51977,4,0
java,6164,2,0
java,6135,11,1
java,6136,7,0
java,6137,20,0
java,6138,5,0
java,6139,14,0
java,6140,4,0
java,6141,4,0
java,6142,2,0
java,6143,25,1
java,6144,1,0
java,6145,26,0
java,6146,32,1
java,6147,20,0
java,6148,8,0
java,6149,32,0
java,6150,32,0
java,6151,20,0
java,6152,37,0
java,6153,25,1
java,6154,35,1
java,6155,15,1
java,6156,7,0
java,6157,1,0
java,6158,15,1
java,6159,4,1
java,6160,37,0
java,6161,6,1
java,6162,3,0
java,6163,33,0
java,14561,10,0
java,14562,20,0
java,14563,24,2
java,14564,11,0
java,14565,26,0
java,14566,11,0
java,11336,18,0
java,11335,17,1
java,11934,43,0
java,11935,29,0
java,11936,94,0
java,11937,36,0
java,11938,26,0
java,11939,29,2
java,11940,27,0
java,11957,21,0
java,11941,30,0
java,11942,27,0
java,11943,55,0
java,11944,9,0
java,11945,19,0
java,11946,64,0
java,11947,2,0
java,11948,53,0
java,11949,36,0
java,11950,7,0
java,11951,1,0
java,11952,29,0
java,11953,44,0
java,11954,11,0
java,11955,53,0
java,11956,32,0
java,11958,32,0
java,11959,49,0
java,11960,42,0
java,11961,27,0
java,11995,3,0
java,11962,21,1
java,11963,64,0
java,11964,11,0
java,11965,34,0
java,11966,21,0
java,11967,58,0
java,11968,29,2
java,11969,37,1
java,11970,30,0
java,11971,53,0
java,11972,63,0
java,11973,64,0
java,11974,15,0
java,11975,2,0
java,11976,29,2
java,11977,43,0
java,11978,30,0
java,11979,37,0
java,11980,13,0
java,11981,35,0
java,11982,36,0
java,11983,29,0
java,11984,130,0
java,11985,51,0
java,11986,29,2
java,11987,3,0
java,11988,14,0
java,11989,49,0
java,11990,51,0
java,11991,32,0
java,11992,35,0
java,11993,75,2
java,11994,13,0
java,11996,29,2
java,11997,39,1
java,11998,30,0
java,11999,1,0
java,12000,89,0
java,12001,75,0
java,3567,14,0
java,3568,19,1
java,13368,18,0
java,53640,31,0
java,53641,8,0
java,53642,15,0
java,9583,15,0
java,3524,7,0
java,3525,7,0
java,12910,1,0
java,12908,9,0
java,12909,19,2
java,12911,9,0
java,12912,18,1
java,12913,1,0
java,12914,13,0
java,12915,16,0
java,12916,18,1
java,12917,7,2
java,12918,1,0
java,12919,10,2
java,12920,3,1
java,12921,1,0
java,12922,1,0
java,12923,86,3
java,12924,80,2
java,12925,6,0
java,12926,40,5
java,12927,4,2
java,12928,7,1
java,12929,1,0
java,12930,9,0
java,12931,7,1
java,12932,1,0
java,12933,1,0
java,12934,1,0
java,12935,7,1
java,12936,8,0
java,12937,6,1
java,12938,1,0
java,12939,86,2
java,12940,5,0
java,12941,1,0
java,12942,37,2
java,12943,1,0
java,12944,50,1
java,1766,66,3
java,1778,1,0
java,1760,15,1
java,1761,61,0
java,1762,7,0
java,1763,68,1
java,1764,2,0
java,1765,24,0
java,1767,45,0
java,1768,53,1
java,1769,14,0
java,1770,2,1
java,1771,52,0
java,1772,27,0
java,1773,1,0
java,1774,1,0
java,1775,11,0
java,1776,50,0
java,1777,67,1
java,1779,24,0
java,1780,2,0
java,1781,18,0
java,1782,1,0
java,1783,13,1
java,140,40,1
java,141,31,0
java,142,18,1
java,143,55,1
java,144,55,1
java,145,54,0
java,146,7,0
java,147,55,1
java,148,66,0
java,149,6,0
java,150,5,0
java,151,66,0
java,152,49,3
java,153,16,1
java,154,64,0
java,162,3,0
java,155,13,0
java,156,3,0
java,157,81,0
java,158,78,3
java,159,68,0
java,160,60,0
java,161,2,0
java,163,7,0
java,164,83,1
java,165,54,0
java,17390,39,0
java,17391,84,0
java,17392,48,0
java,17393,80,0
java,2819,18,0
java,2820,10,0
java,2821,23,0
java,19334,36,1
java,12027,1,0
java,12028,8,0
java,17402,18,0
java,17403,4,0
java,17404,18,1
java,17405,28,2
java,17406,9,0
java,17407,29,1
java,17408,48,2
java,17409,13,2
java,17410,25,0
java,17411,21,1
java,17412,22,1
java,3007,34,0
java,3008,15,0
java,3009,3,0
java,3010,12,0
java,3011,23,0
java,3012,2,0
java,3013,18,0
java,3014,12,0
java,13084,127,1
java,13085,123,1
java,51391,4,1
java,51381,34,1
